"Station","Date_UTC","Wavelet","Data.D1","Data.D2","Data.D3","Data.D4","Data.D5","Data.D6","Data.D7","Data.D8","Data.D9","Data.D10","Data.S10"
"BOU","2003-10-29T00:23:00","dBN",-0.755761718750384,-0.847760081292069,-2.76975051708433,-0.598623978343289,1.62164360668654,1.85813039342877,6.03191016789124,6.94113526465903,-46.048918440726,11.8024045353974,-12.7344092318
"BOU","2003-10-29T00:24:00","dBN",0.420019531250195,-0.913104343415418,-2.76266833834538,-0.791541122303976,1.88841368690446,1.83677151508296,5.77680047901068,6.95371524882508,-45.9666384218833,11.8009177554619,-12.7426859905206
"BOU","2003-10-29T00:25:00","dBN",-0.0906982421875065,-0.235428327322455,-1.99319564785159,-0.870350634781964,2.14085802321766,1.80146337533786,5.51350940930598,6.96674856618095,-45.8809710651268,11.7993716910941,-12.7513071477985
"BOU","2003-10-29T00:26:00","dBN",-0.101416015625067,0.448074358702112,-0.831900725620054,-0.806389454736783,2.37184257689569,1.75167088873983,5.24231895351399,6.98022674418294,-45.7919213915623,11.7977667161953,-12.7602726506154
"BOU","2003-10-29T00:27:00","dBN",0.384033203125171,0.727487421036709,0.241111181082905,-0.598166943787715,2.57393340226305,1.68691699028265,4.96351777019572,6.99414083692575,-45.6994946447622,11.7961032281352,-12.7695824444244
"BOU","2003-10-29T00:28:00","dBN",-0.552587890625238,0.713029980660455,0.86578864099429,-0.270734855981638,2.74035581322661,1.60681545568324,4.67740256895389,7.00848139561538,-45.6036962828408,11.794381647537,-12.7792364731495
"BOU","2003-10-29T00:29:00","dBN",0.361108398437598,0.445867729187491,0.976799405749325,0.133025996095432,2.86572198149925,1.51112326755319,4.38427902398536,7.02323843218013,-45.5045319735099,11.7926024181093,-12.789234679213
"BOU","2003-10-29T00:30:00","dBN",0.060644531250127,-0.244689977169456,0.768837518549363,0.55692421821232,2.9464518508037,1.39978652369855,4.08446260235377,7.03840132081641,-45.4020075915709,11.7907660067141,-12.7995770035849
"BOU","2003-10-29T00:31:00","dBN",-0.136596679687613,-1.03299036026125,0.562911303106988,0.938172769803459,2.98080015674377,1.27298442506514,3.77827936682561,7.05395872471253,-45.2961292237929,11.7888729033343,-12.8102633857785
"BOU","2003-10-29T00:32:00","dBN",-0.0829101562500443,-1.03395024538159,0.579623619893074,1.2233340454932,2.96804610568744,1.13116595338948,3.46606548367178,7.06989850909093,-45.1869031731178,11.7869236214879,-12.8212937638934
"BOU","2003-10-29T00:33:00","dBN",-0.0829101562500205,-0.0677984356881542,0.775826010947301,1.37973274693764,2.9078016506052,0.975059458773004,3.14816641784775,7.08620764112029,-45.0743359583389,11.7849186988091,-12.832668074692
"BOU","2003-10-29T00:34:00","dBN",0.301123046875137,0.873730611802131,0.91483280672795,1.39688307586542,2.79992470336808,0.805659132792801,2.82493636933157,7.10287212584008,-44.9584343158748,11.7828586969545,-12.8443862536114
"BOU","2003-10-29T00:35:00","dBN",-0.0625000000000037,0.973174518348044,0.732295351816585,1.28643769770012,2.64470242739145,0.624185268312612,2.49673707435246,7.11987689784172,-44.8392052022352,11.7807442013443,-12.8564482348023
"BOU","2003-10-29T00:36:00","dBN",-0.168847656250157,0.485465669632658,0.13690192884213,1.07698659045115,2.44326298770167,0.432021954518772,2.1639367677703,7.13720568832854,-44.7166558007477,11.7785758210056,-12.8688539511864
"BOU","2003-10-29T00:37:00","dBN",0.0585937500000757,-0.0960338652135776,-0.681207295322284,0.804358012709845,2.19791978459847,0.2306611953644,1.82691015765259,7.15484093645052,-44.5907935295873,11.7763541878536,-12.8816033344432
